receipt_id,originalMetaBriteQuantityPurchased,brandCode,partnerItemId,barcode,itemPrice,preventTargetGapPoints,originalReceiptItemText,needsFetchReviewReason,itemNumber,priceAfterCoupon,pointsEarned,userFlaggedBarcode,pointsNotAwardedReason,needsFetchReview,description,discountedItemPrice,competitorRewardsGroup,userFlaggedNewItem,userFlaggedQuantity,pointsPayerId,rewardsGroup,userFlaggedDescription,metabriteCampaignId,userFlaggedPrice,targetPrice,originalMetaBriteDescription,competitiveProduct,finalPrice,quantityPurchased,originalMetaBriteBarcode,rewardsProductPartnerId,deleted
5ff5d20b0a720f05230005e2,,,1,071159020195,9.99,,,,,,,,,,"CORN NUTS Ranch - 1.7 oz. bag, 216 per case",,,,,,,,,,,,,9.99,1,,559c2234e4b06aca36af13c6,
5ff73be50a720f0523000608,,,1,4011,29.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,3,,,,,28.00,,,,29.00,6,,,
5ff7946f0a720f052300063c,,,1,4011,23.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,3,,,,,23.00,,,,23.00,3,,,
5ff726910a720f05230005f1,,,1,4011,25.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,25.00,,,,25.00,4,,,
5ff774200a7214ada1000638,,WINGSTOP,1010,,3.09,,12 CLASSIC COMBO J,,,,,,,,12 CLASSIC COMBO J,3.09,,,,,,,,,,,,3.09,1,,,
5ff74fd10a720f0523000619,,,1,043000204399,1,,,,,,,,,,"Jell-O Instant Pudding & Pie Filling French Vanilla, 3.4 Oz",,,,,,,,,,,,,1,1,,559c2234e4b06aca36af13c6,
5ff73bdb0a720f0523000605,,BRAND,0,021908236865,10.00,,,,,,,,Action not allowed for user and CPG,,Goodbelly Probiotic Bar Honey Almond Butter Bar - 1 Count,,,,,5332f5f3e4b03c9a25efd0ae,GOODBELLY BARS,,,,,,,10.00,1,,5332f5f3e4b03c9a25efd0ae,
5ff794940a720f0523000640,,,1,4011,23.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,3,,,,,23.00,,,,23.00,3,,,
5ff794020a720f0523000635,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff73beb0a7214ada100061c,,,1,4011,22.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,22.00,,,,22.00,4,,,
5ff794bf0a7214ada1000650,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff74faf0a720f0523000613,,,1,043000060544,4.55,,,,,,22.8,,,,"TASSIMO GEVALIA Bold Majestic Roast Coffee, 12 Count T-Discs",,,,,559c2234e4b06aca36af13c6,TASSIMO COFFEE DISCS,,,,800,,,4.55,1,,559c2234e4b06aca36af13c6,
5ff7945a0a7214ada1000646,,,1,4011,27.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,27.00,,,,27.00,4,,,
5ff74ffe0a720f0523000621,,,1,021000034574,9.99,,,,,,,,,,,,,,,,SARGENTO RICOTTA CHEESE,,,,,,True,9.99,1,,5e7cf838f221c312e698a628,
5ff726790a7214ada1000602,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff750050a7214ada1000633,,,1,043000057162,10,,,,,,50.0,,,,"MIO Liquid Water Enhancer 3-1.62 FL OZ Bottles (Lemonade, Berry Pomegranate, Strawberry Watermelon)",,,,,559c2234e4b06aca36af13c6,MIO LIQUID WATER ENHANCER,,,,800,,,10,1,,559c2234e4b06aca36af13c6,
5ff74ffb0a720f0523000620,,,1,044700096284,1,,,,,,5.0,,,,OSCAR MAYER Natural Applewood Smoked Uncured Ham 8 oz,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5ff74ff50a720f052300061e,,,1,686924155783,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff794640a720f052300063b,,,1,4011,21.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,21.00,,,,21.00,2,,,
5ff726810a720f05230005ea,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff73be10a7214ada1000619,,,1,034100573065,29,,,,,,870.0,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,,,,77,,,29,1,,5332f709e4b03c9a25efd0f1,
5ff73bae0a720f0523000600,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff73be90a720f052300060a,,,1,,,True,,USER_FLAGGED,,,,4011,,True,,,,True,2,,,,,27.00,,,,,,,,
5ff7265a0a7214ada10005fb,,,1,079400066619,1,True,,,,,10.0,079400066619,,False,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,,,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,,,,800,,True,1,1,080878042197,5332f5f6e4b03c9a25efd0b4,
5ff7942e0a720f0523000637,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff794600a7214ada1000647,,,1,,,True,,USER_FLAGGED,,,,4011,,True,,,,True,3,,,,,29.00,,,,,,,,
5ff726a40a720f05230005fa,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff794130a7214ada1000640,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff726640a720f05230005e6,1,,1,013562300631,50.00,,,POINTS_GREATER_THAN_THRESHOLD,013562300631,,,,Action not allowed for user and CPG,True,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,,,,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,,,,,,,50.00,5,,5332f5f3e4b03c9a25efd0ae,
5ff793dd0a720f0523000633,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff726860a720f05230005ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff8da4e0a720f05c5000012,,,1,4011,3.25,True,,,,,,4011,Action not allowed for user and CPG,False,ITEM NOT FOUND,,,,,5332f5fbe4b03c9a25efd0ba,DORITOS SPICY SWEET CHILI SINGLE SERVE,,,,,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,,3.25,1,028400642255,5332f5fbe4b03c9a25efd0ba,
5ff873de0a720f0523000648,,,1,4011,23.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,23.00,,,,23.00,4,,,
5ff8740c0a720f0523000659,,BRAND,0,016000156234,10.00,,,,,,,,Action not allowed for user and CPG,,Fiber One Oats & Chocolate Chewy Bar - 2 Count,,,,,5332f5f3e4b03c9a25efd0ae,FIBER ONE BARS,,,,,,,10.00,1,,5332f5f3e4b03c9a25efd0ae,
5ff8da4c0a720f05c5000011,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff8da860a720f05c5000022,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff8da7c0a7214adca000020,,,1,4011,27.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,27.00,,,,27.00,4,,,
5ff8da650a7214adca00001e,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff8da540a7214adca000017,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff873f10a720f052300064f,,,1,034100573065,29,,,,,,870.0,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,,,,77,,,29,1,,5332f709e4b03c9a25efd0f1,
5ff874170a7214ada100065f,,BRAND,0,016000156234,10.00,,,,,,,,Action not allowed for user and CPG,,Fiber One Oats & Chocolate Chewy Bar - 2 Count,,,,,5332f5f3e4b03c9a25efd0ae,FIBER ONE BARS,,,,,,,10.00,1,,5332f5f3e4b03c9a25efd0ae,
5ff8da680a720f05c5000019,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff873e30a720f052300064c,,,1,4011,28.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,1,,,,,28.00,,,,28.00,1,,,
5ff8cea10a7214adca00000b,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff874050a7214ada100065d,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff8da620a7214adca00001d,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff8da820a720f05c5000020,,,1,4011,20.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,20.00,,,,20.00,2,,,
5ff8da390a7214adca000013,,BRAND,0,305210154278,10.00,,,,,,100.0,,,,VASELINE COCOA BUTTER SKIN MOISTURIZER LOTION CONDITIONING RP 34.5 OZ,,,,,5332f5f6e4b03c9a25efd0b4,VASELINE HAND AND BODY LOTION,,,,,,,10.00,1,,5332f5f6e4b03c9a25efd0b4,
5ff873df0a7214ada1000652,,,1,4011,24.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,24.00,,,,24.00,2,,,
5ff8da7f0a7214adca000022,,,1,4011,26.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,26.00,,,,26.00,4,,,
5ff8da7f0a720f05c500001d,,,1,4011,20.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,5,,,,,20.00,,,,20.00,5,,,
5ff8da800a720f05c500001e,,,1,4011,28.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,28.00,,,,28.00,2,,,
5ff8c4fb0a7214adca000006,,BRAND,0,001111132666,10.00,,,,,,100.0,,,,DOVE MEN PLUS CARE SOAP 4 CT AQUA IMPACT SP 16 OZ,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE BODY WASH AND SOAP,,,,,,,10.00,1,,5332f5f6e4b03c9a25efd0b4,
5fa5b0ca0a720f05ef0000bf,,,1,075925306254,1,,,,,,,,,False,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ff873f90a720f0523000651,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff8c8880a7214adca000008,,WINGSTOP,1010,,3.09,,12 CLASSIC COMBO J,,,,,,,,12 CLASSIC COMBO J,3.09,,,,,,,,,,,,3.09,1,,,
5ff8da570a720f05c5000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ff873d40a720f0523000644,,,1,4011,23.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,5,,,,,22.00,,,,23.00,8,,,
5ff8c3a20a7214adca000005,,BRAND,0,089203700016,10.00,,,,,,100.0,,,,PURE LEAF CHAMOMILE HERBAL TEA .74 OZ,,,,,5332f5f6e4b03c9a25efd0b4,PURE LEAF TEA,,,,,,,10.00,1,,5332f5f6e4b03c9a25efd0b4,
5ff8da550a720f05c5000014,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ff8da7d0a720f05c500001c,,,1,,,True,,USER_FLAGGED,,,,4011,,True,,,,True,4,,,,,28.00,,,,,,,,
5ffc98b70a720f05c500003d,,WINGSTOP,1009,,3.09,,FILL UP MEAL,,,,,,,,FILL UP MEAL,3.09,,,,,,,,,,,,3.09,1,,,
5ffcb4d40a7214ad4e000017,,BRAND,0,079400245328,10.00,,,,,,100.0,,,,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,,,,,,,10.00,1,,5332f5f6e4b03c9a25efd0b4,
5ffc8ffc0a720f05c5000036,,,1,4011,20.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,1,,,,,20.00,,,,20.00,1,,,
5ffc9d8c0a7214adca000049,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ffc9da40a7214adca000050,,,1,4011,21.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,5,,,,,21.00,,,,21.00,5,,,
5ffc9daa0a7214adca000054,,BRAND,0,001111147332,10.00,,,,,,100.0,,,,CARESS FINE FRAGRANCE LOVE FOREVER WASH SOAP PLASTIC BOTTLE RP 3 OZ,,,,,5332f5f6e4b03c9a25efd0b4,CARESS BODY WASH AND SOAP,,,,,,,10.00,1,,5332f5f6e4b03c9a25efd0b4,
5ffc8cc20a720f05c5000026,,WINGSTOP,1009,,3.09,,12 CLASSIC COMBO J,,,,,,,,12 CLASSIC COMBO J,3.09,,,,,,,,,,,,3.09,1,,,
5ffc9da10a720f05c5000043,,,1,4011,21.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,21.00,,,,21.00,4,,,
5ffcb4b90a720f051500000c,,,1,4011,22.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,5,,,,,22.00,,,,22.00,5,,,
5ffca2f30a720f05c5000054,,WINGSTOP,1009,,3.09,,FILL UP MEAL,,,,,,,,FILL UP MEAL,3.09,,,,,,,,,,,,3.09,1,,,
5ffcb4900a720f0515000002,,,1,034100573065,29,,,,,,870.0,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,,,,77,,,29,1,,5332f709e4b03c9a25efd0f1,
5ffc8fa40a720f05c5000028,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ffc92a20a7214adca000046,,WINGSTOP,1009,,3.09,,FILL UP MEAL,,,,,,,,FILL UP MEAL,3.09,,,,,,,,,,,,3.09,1,,,
5ffc8fe80a720f05c5000031,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ffc9da10a7214adca00004d,,,1,4011,27.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,27.00,,,,27.00,4,,,
5ffc9dc60a7214adca00005a,,,1,,1,,,,,,,,,,DELETED ITEM,,,,,,,,,,,,,1,1,,,True
5ffcb48d0a7214ad4e000002,,,1,075925306254,1,,,,,,,,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,,,,,,True,1,1,,5e7cf838f221c312e698a628,
5ffc9da20a7214adca00004e,,,1,4011,29.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,4,,,,,29.00,,,,29.00,4,,,
5ffc8fa90a720f05c500002a,,MISSION,1009,,2.23,,MSSN TORTLLA,,,,,,,,MSSN TORTLLA,2.23,TACO BELL TACO SHELLS,,,,,,,,,,,2.23,1,,,
5ffc9dd00a720f05c5000051,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ffcb4ad0a720f0515000009,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ffcb4c10a7214ad4e000014,,,1,4011,20.00,True,,USER_FLAGGED,,,,4011,,True,,,,True,3,,,,,20.00,,,,20.00,3,,,
5ffc9d9d0a720f05c5000042,,,1,4011,26.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,26.00,,,,26.00,2,,,
5ffc9d9c0a7214adca00004b,,,1,4011,24.00,True,,USER_FLAGGED,,,,4011,,True,,,,True,5,,,,,24.00,,,,24.00,5,,,
5ffc8fa10a7214adca00002e,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ffcb4c90a7214ad4e000016,,BRAND,0,079400245328,10.00,,,,,,100.0,,,,DOVE MEN PLUS CARE DEODORANT AQUA IMPACT 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 3 OZ,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,,,,,,,10.00,1,,5332f5f6e4b03c9a25efd0b4,
5ffc8cb40a720f05c5000025,,WINGSTOP,1009,,3.09,,12 CLASSIC COMBO J,,,,,,,,12 CLASSIC COMBO J,3.09,,,,,,,,,,,,3.09,1,,,
5ffcb4b80a7214ad4e00000d,,,1,4011,22.00,True,,USER_FLAGGED,,,,4011,,True,,,,True,1,,,,,22.00,,,,22.00,1,,,
5ffcb4a20a720f0515000006,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5ffc8f990a7214adca00002d,,,1,079400236425,1,,,,,,10.0,,,,DOVE MEN PLUS CARE ANTIPERSPIRANT EXTRA FRESH 48 HOUR PROTECTION PLASTIC WRAPPED PLASTIC CONTAINER SP 2.7 OZ,,,,,5332f5f6e4b03c9a25efd0b4,DOVE MEN+CARE DEODORANT,,,,800,,,1,1,,5332f5f6e4b03c9a25efd0b4,
5ffe1cbe0a7214ad28002843,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce7db0a720f051500236e,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce8570a7214ad4e003e6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffce8310a7214ad4e003797,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe19d90a7214ad28000e62,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe1d030a720f05ac002c9e,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce8250a7214ad4e0034de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffcefb00a720f0515005e8d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffce76e0a720f0515000b48,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe23560a720f05ac006874,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe22a20a720f05ac0061d7,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe1dc20a7214ad28003180,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce88b0a7214ad4e004b22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffce7a70a720f05150016b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffe1aa90a7214ad280015e8,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffcef5a0a720f0515004f1a,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe23d70a7214ad280068f6,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe18b10a7214ad280003d1,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffcef630a720f05150050ae,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce7ae0a7214ad4e001851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffce8150a7214ad4e0030a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffe20290a720f05ac004a84,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe1c520a7214ad2800245c,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffe1b630a7214ad28001c79,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce8250a720f0515003510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffe1fa40a7214ad2800427f,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce78c0a7214ad4e001045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ffe23cf0a720f05ac006cc2,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffcef570a720f0515004e91,,,0,,28.57,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,28.57,,,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,,,,,,,,,,,,28.57,1,,,
5ffce8000a7214ad4e002b57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fff26c20a7214ad4c00000a,,,1,4011,29.00,True,,,,,,4011,,False,ITEM NOT FOUND,,,True,2,,,,,29.00,,,,29.00,2,,,
5fff0f630a7214ad28006e2d,,,1,043000066706,0.99,,,,,,,,,,"Jell-O Jigglers Star Wars Strawberry/Berry Blue Mold Kit, 6 pc",,,,,,,,,,,,,0.99,1,,559c2234e4b06aca36af13c6,
5fff56370a720f05f3000033,,,1,043000000175,1,,,,,,5.0,,,,MAXWELL HOUSE International Cafe Flavor Instant Coffee Caffeine Dutch Chocolate Mint Bag 8.5 OZ 004300000017,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5fff4ca00a7214ad4c000029,,,1,043000082294,9.99,,,,,,50.0,,,,MAXWELL HOUSE Ground Decaf Original 58.6oz,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE KEURIG COFFEE PODS,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5fff26ee0a720f05f300001a,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5fff4c910a720f05f3000026,,,1,043000955628,9.99,,,,,,50.0,,,,"Kool-Aid Unsweetened Drink Mix Cherry, 0.13 OZ",,,,,559c2234e4b06aca36af13c6,KOOL-AID POWDERED DRINK MIX,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5ffe17e20a720f05ac0000e7,,GERM-X,0,072785048119,2.29,,Germ-X Fresh Hand Sanitizer with Pump - 8 fl oz,,,2.29,,,,,Germ-X Hand Sanitizer - Original,2.29,,,,,SUAVE HAND SANITIZER,,,,,,True,2.29,1,,5332f5f6e4b03c9a25efd0b4,
5fff561b0a720f05f300002e,,,1,043000206515,10,,,,,,,,,,"Jell-O Pudding & Pie Filling Cook & Serve Chocolate, 3.4 Oz",,,,,,,,,,,,,10,1,,559c2234e4b06aca36af13c6,
5fff26fd0a720f05f300001d,,,1,4011,1,,,,,,,,,,ITEM NOT FOUND,,,,,,,,,,,,,1,1,,,
5fff26fb0a7214ad4c000019,,,1,079400066619,1,True,,,,,10.0,079400066619,,False,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,,,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,,,,800,,True,1,1,080878042197,5332f5f6e4b03c9a25efd0b4,
5fff564a0a7214ad4c000030,,,1,043000061978,1,,,,,,5.0,,,,GEVALIA Espresso Roast Regular Whole Bean Coffee 7 OZ Bag,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE GROUND COFFEE,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5fff4c8e0a720f05f3000025,,,1,044700071533,1,,,,,,5.0,,,,OSCAR MAYER Fun Pack Pepperoni Kabobble 8 oz,,,,,559c2234e4b06aca36af13c6,LUNCHABLES LUNCH COMBINATIONS - FUN PACK,,,,800,,,1,1,,559c2234e4b06aca36af13c6,
5fff4c810a720f05f3000023,,,1,025800026302,10,,,,,,,,,,SMART ONES Flavorful Asian Inspirations Orange Sesame Chicken 9 oz. Box,,,,,,,,,,,,,10,1,,559c2234e4b06aca36af13c6,
5fff4c8a0a7214ad4c000025,,,1,021000007660,9.99,,,,,,,,,,,,,,,,SARGENTO STRING OR STICK CHEESE,,,,,,True,9.99,1,,5e7cf838f221c312e698a628,
5fff4c8c0a7214ad4c000026,,,1,070085035006,9.99,,,,,,,,,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,,,,,,True,9.99,1,,5332f5f3e4b03c9a25efd0ae,
5fff564d0a720f05f3000038,,,1,686924820858,9.99,,,,,,50.0,,,,OSCAR MAYER 98% Fat-Free Turkey Breast Shaved 9 OZ 068692482085,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,,,,800,,,9.99,1,,559c2234e4b06aca36af13c6,
5fff26cb0a7214ad4c00000e,,,1,798813118547,1,,,,,,10.0,,,,DEGREE CLINICAL PROTECTION MOTION SENSE ANTIPERSPIRANT DEODORANT REGULAR PLASTIC CONTAINER IN BOX 1.7 OZ,,,,,5332f5f6e4b03c9a25efd0b4,DEGREE DEODORANT,,,,800,,,1,1,,5332f5f6e4b03c9a25efd0b4,
